basin,perturbation,pclass,A_up,A_lo,E5_up,E5_lo,B5_up,B5_lo,E1_up,E1_lo,E20_up,E20_lo,alpha_star_up,alpha_star_lo,delta_bar,beta_bar,Delta_asym,n,m1,zero_frac,cp1_up,ncp_up,cp1_lo,ncp_lo,H_mean_up,H_mean_lo,H5_up,H5_lo,NSE,lnNSE,KGE,KGEp,KGEnp,PBIAS,RMSE,RSR,VE,MAPE,SMAPE,BiasFHV,BiasFLV,BiasFMS,PeakBias,Q95Bias,Q90Bias,BFIBias
116015A,P2_peak_infl_1.30,P2,0.06955088463042682,0.06096344687964095,0.09807474674479812,0.06044389505513894,0.0901966361324664,-0.009930164000759262,0.10935965850919165,0.061714477911589224,0.07162916804659443,0.060839610528385615,,0.21192241987549795,0.06323029742175922,0.007029097402390517,0.008587437750785867,3652,37,0.0,0.07,6,0.13,6,0.971657429006616,0.9659743287600974,0.5972078874656657,0.9944619535564658,0.8751057431808587,0.9818883068095026,0.6645180669399973,0.7977532143851336,0.8523881265892783,13.765589082581258,2.507504671640439,0.35340381551299266,0.808650212444379,13.010303128755577,12.646059484351852,28.10736266846574,0.8780062204553158,4.794044357193635,27.158899309345816,-3.378092938396295,2.2211070403532105,-10.225985835470157
116015A,P3_base_infl_0.10,P3,0.06528635386445565,0.15203427126399877,0.05811605240002446,0.2895698775437227,0.0027397102588185554,0.2895698775437227,0.04121983425402755,0.42795683335632534,0.0585976217471474,0.19359362396143512,0.018059773227373475,,0.09487975135321922,0.06527674189595675,-0.08674791739954311,3652,37,0.0,0.31,6,0.06,6,0.7106235992838965,0.720455906819741,0.9826749568954746,0.00978627966100225,0.985951113191978,0.9577851612207358,0.9509733888541052,0.9600600508165785,0.9497995106353654,3.8508184218111543,0.8409912426748206,0.1185280001013345,0.8755003979993948,22.62178691465113,18.975950270643807,1.7820062559102352,39.88009964789965,-6.422779449253212,0.6030207467893375,51.35221829433075,44.52626352508456,-4.345717874476168
116015A,P3_base_infl_0.25,P3,0.08186532735090708,0.27241264942133364,0.05641004040221797,0.49814847478720925,-0.001802921726399531,0.49814847478720925,0.05566488413093883,0.652143195086368,0.05896395804159103,0.36492165606554,0.30628222671818484,,0.15406223151945375,0.13397151221801362,-0.19054732207042657,3652,37,0.0,0.3,6,0.06,6,0.44653458814523217,0.4561909494789383,0.9959815654834536,0.0,0.9784166939116883,0.8753187060912258,0.9174091280430421,0.9190071753080684,0.907521838704545,7.313072169556565,1.0423882365473836,0.14691257974833766,0.8406520360981926,44.90288619423918,30.812446303890777,0.9722879136987463,47.812278002538235,-19.469446087671773,1.4099992139221411,135.96484780437734,114.32954382598993,-2.8331163385482823
116015A,P4_base_depl_0.50,P4,0.1537826719512655,0.3188786142829946,0.06462722369190443,0.3330822950415853,-0.010279249962653449,-0.3330822950415853,0.06969837624033216,0.3354369184807881,0.062034577405188064,0.333677769363513,0.13722150434196004,,0.25119690811270234,-0.2330241820263485,-0.16509594233172908,3652,37,0.0,0.11,6,0.11,6,0.3039637815924381,0.3134671582921484,0.9786492555363857,0.0,0.9767515311130965,0.7619702480583543,0.876799263798611,0.8784610745428517,0.861804337433538,-10.786616670221866,1.0818516077559321,0.1524744860194764,0.806262115157996,38.39152038857831,50.2393816225404,-5.453994191794194,-2.8258068946492587,53.9014186415167,-6.796537858687527,-50.58739778540742,-49.91766562406581,-9.037853646130682
116015A,P4_base_depl_0.75,P4,0.08695325295508081,0.14179314752917788,0.057499936954170695,0.14869218291984365,0.0044420852658660125,-0.14787007335065513,0.04586909096084895,0.15721541542545986,0.059194604060777985,0.14613157892502868,0.30136458023823126,,0.11897040264082996,-0.10035800854368042,-0.05483989457409706,3652,37,0.0,0.31,4,0.53,4,0.4108424053959498,0.41985428834369437,0.9975734534683545,0.16797292296090247,0.989051618981035,0.9451019255894781,0.9614543582386611,0.9480425572213886,0.9410641042965293,-3.7933712660921906,0.7424128295991256,0.10463451160570786,0.8670621233975467,20.83414118685095,23.79408052816604,1.0793257552929907,-0.8488996980885966,24.83375879995824,-0.24691805694114977,-26.99890084874404,-25.505432064627854,-7.351558019356606
116015A,P5_compensating,P5,0.1256981143803238,0.39134576572293983,0.1275549074106924,0.6559549721211434,-0.12244978973645315,0.6559549721211434,0.16540268710555947,0.7852553241769898,0.07815518476655116,0.5149032056689733,0.359801301485134,,0.2306517789180489,0.1999072718198005,-0.26564765134261603,3652,37,0.0,0.3,6,0.07,6,0.29346647104440143,0.29734886081952505,0.49836359631694477,0.0,0.8997395183922581,0.7159835458993802,0.7221633347260552,0.722163334726055,0.8668938096984935,-3.358351796989618e-15,2.246649948042521,0.3166393557467895,0.7143055325810274,82.21887126615947,46.130355783609744,-25.925767833333502,63.77641143199506,-34.68730953491928,-28.060826096489144,265.129080464537,214.23302169917287,5.323868849746225
116015A,P6_shift_1d,P6,0.14149749952757074,0.07546117092169985,0.28835524871286855,0.07222156783536489,-0.0638911978028077,0.009927382136336071,0.4397791972522879,0.06449177661240181,0.16626728442374758,0.07751731984304654,0.846454217668021,,0.09379689752864567,0.0010080722985706162,0.06603632860587089,3652,37,0.0,0.06,6,0.09,6,0.9830003711516234,0.9831650482583885,0.9882100334434692,0.9829658563110616,0.12185086694318614,0.9206723771407602,0.5797993059992923,0.5813704935171822,0.9585169126046776,1.5068558922002173,6.648974314248479,0.9370961172989747,0.5413703928545237,19.285233418876864,18.759379505729132,3.856519735172266,0.9195572525473429,3.257462683061101,-24.86822069486108,-3.0756333193950476,1.56748159993497,-6.598608105442946
116015A,P6_shift_3d,P6,0.24123319934553386,0.1061208640553587,0.47722426881319663,0.11082869156171397,-0.2413418638944438,0.0556221808029533,0.7001033009211839,0.1455398645864664,0.3143144957835743,0.11180026029217523,0.5329603334363252,,0.1448212319988554,0.011418826922409997,0.13511233529017516,3652,37,0.0,0.06,6,0.36,6,0.9487767901953701,0.9483545035561407,0.9108185011670707,0.9137251653481652,-0.5064067105022771,0.7575165386094502,0.2852851338544382,0.286879114575586,0.9109492618921703,2.6334116278283717,8.708465538844097,1.227357613127599,0.2612891210012065,33.82896085771832,28.964246399771064,4.221332149149157,-4.176221736814571,2.3647073817350206,-74.55038410302772,-3.0726752087201947,2.8976499272360017,-5.98102474287
116015A,P7_var_compress_0.80,P7,0.10911632228868082,0.3834393985040515,0.09804950890350185,0.6728287477596786,-0.09079836909288257,0.6728287477596786,0.11518301264156137,0.7992155297715796,0.07585012045952122,0.5255098144011288,0.3584815216237826,,0.21407067857219575,0.18526065037691872,-0.27432307621537066,3652,37,0.0,0.56,6,0.06,6,0.3237678638952879,0.32724603303099853,0.5260766427026772,0.0,0.9304676347565118,0.7252918757266011,0.7810883955210043,0.7746020147259706,0.884630078493871,0.8390091342818861,1.8709579128351423,0.2636899035675962,0.7563416970450191,79.47308219869464,42.8141357144391,-18.831207100266298,68.11590474060704,-31.065352542117207,-20.68404019105155,280.95591622688437,224.14397164423178,2.801296935772917
116015A,P7_var_compress_0.90,P7,0.07725619327473911,0.26246346822978844,0.059519963280717576,0.5056508932207998,-0.03740545686091542,0.5056508932207998,0.061343357845364134,0.6774063838315438,0.06200530079583906,0.3591284506366841,0.3617622428403216,,0.14353137861684406,0.11742406026189513,-0.18520727495504935,3652,37,0.0,0.7,6,0.06,6,0.5159973530045686,0.5244368442493736,0.8585132168721998,0.0,0.9707467669311469,0.8832282171230346,0.9218065682926679,0.9081563930973376,0.940746196363044,1.5430168625171048,1.213549379209,0.17103576546691351,0.84491747615343,42.20913224670668,28.706275723368858,-7.164838889493337,59.140636985676686,-14.283097289919997,-7.267056378081811,136.7166672062509,111.42852021442579,-1.2764654959910413
116015A,P8_mult_noise_0.10,P8,0.04001077955714654,0.03985603929528827,0.04074349211595539,0.04226734212853457,0.0021144693909798075,-0.005243852508531567,0.04742396570791303,0.03919306155110633,0.03906077403852196,0.039684979963253535,0.24925462351401664,,0.03987259961295296,-0.0005528102995733735,0.0001547402618582716,3652,37,0.0,0.47,6,0.06,6,0.9957330910829575,0.9957330910829575,0.9987391753290661,0.99797035470067,0.9876338444201851,0.9927504727109131,0.9790572803222414,0.9860419763406449,0.9822211742562188,0.900239176380094,0.7890197420458775,0.11120321748859124,0.9175248821734666,8.01880268639198,7.974519922590603,1.5001845062493995,-1.1921559778012394,1.4044272414356611,1.238632356752416,-0.7192633418115868,-0.8291660094285868,-3.125578917882133
116015A,P8_mult_noise_0.30,P8,0.117739235545304,0.11725371088692146,0.10634540820788217,0.11569630863889138,-0.00015208117676537231,0.012290322689832643,0.09633066950909745,0.09284062388362249,0.1169788272557092,0.11764815248203701,0.025357293158839198,0.17625976206770122,0.11883962767789984,-0.00010642683717785014,0.0004855246583825301,3652,37,0.0,0.07,6,0.64,6,0.9971652353941259,0.997216439294317,0.9984851119466164,0.9974731068708337,0.937921574254816,0.9351468701938408,0.9404338656956204,0.9240299192238814,0.9357830087125377,2.1301541655031064,1.7678314845991825,0.24915542487608808,0.7688369447420618,24.85989636779585,23.767925535579888,-0.7858064429972957,-11.995127843157588,10.629539907254824,-5.933083960726165,-6.885503153313998,0.8864458967323351,-12.99416090311554
121001A,P1_peak_damp_0.70,P1,0.07826985558487794,0.01954175713837367,0.14905621080688075,0.0,-0.1474439822809406,0.0,0.18039791687518944,0.0,0.08830074496708781,0.0,,0.01,0.04656373079607287,-0.011655289306728761,0.05872809844650427,3652,37,0.31051478641840086,0.06,6,0.31,6,0.9263796053749397,0.9154316587204377,0.2643747985616608,,0.8785469584081219,0.9963224795924862,0.6193751888391243,0.7507546645838805,0.7643283525033806,-22.862092956772113,1.2445678105295575,0.3485011357110305,0.7526523049204548,13.15968678023708,9.31274615921458,-28.773033427564688,-0.0,-0.2442810493191874,-29.991003776498367,0.0,0.0,1.6547253378043034
121001A,P1_peak_damp_0.85,P1,0.06019361835633576,0.019550942115616872,0.07644282909864669,0.0,-0.06003966852324793,0.0,0.07944634711469924,0.0,0.06419700651621568,0.0,,0.32673594932072647,0.04192740639852633,-0.0036313379775757756,0.040642676240718885,3652,37,0.31051478641840086,0.08,6,0.27,6,0.9784113031047525,0.9739688704828593,0.7605280219212537,,0.9671959894681272,0.9974490145775742,0.8491520777649515,0.9026479960208936,0.904050705123325,-9.220805585330424,0.6468116563121479,0.1811187746531894,0.8572046544460776,12.170873584824642,8.385481279705267,-11.441225339237274,-0.0,-0.09312678196240134,-10.675424879879925,0.0,0.0,-2.1410857178617135
121001A,P2_peak_infl_1.15,P2,0.061522965479308724,0.019808573565704764,0.07676050150995063,0.0,0.05178074259754715,0.0,0.08264963760617489,0.0,0.06600103700441255,0.0,,0.32922060586052443,0.04281587925141823,0.004409519920537637,0.04171439191360396,3652,37,0.31051478641840086,0.08,6,0.31,6,0.9817227619133645,0.9792968550987659,0.8312531583003098,,0.9516541536918827,0.9973414747895741,0.8201916161006252,0.8848263902545835,0.884256028410891,11.1488679511705,0.785224695888729,0.219876888981351,0.8321755572196669,12.76443712651652,8.563175850283665,13.523205225729432,-0.0,0.024598600050572742,12.094673370619091,0.0,0.0,-5.421144074398194
121001A,P2_peak_infl_1.30,P2,0.07058997316471727,0.019451534625694697,0.1207950760187668,0.0,0.11701733867263404,0.0,0.11909230768823532,0.0,0.07911997752189263,0.0,,0.3286432979985943,0.04458127686153027,0.009295464781020404,0.05113843853902257,3652,37,0.31051478641840086,0.07,6,0.31,6,0.9410255561871675,0.9307025521896826,0.41165960430341375,,0.8393912519277027,0.9967875419693426,0.5643024731772304,0.7333531635354119,0.7424781564474845,25.435687053394716,1.4311955093994573,0.4007602126862112,0.7275997927869315,13.58570185343928,8.91625537230605,31.960419207202147,-0.0,-0.15891813627514914,31.371811466680807,0.0,0.0,-9.022373219169241
121001A,P3_base_infl_0.10,P3,0.13530437245445878,0.7512278377097226,0.0556526042959575,1.0,0.0012513905709452945,1.0,0.04835798341760914,1.0,0.059499389844360026,1.0,0.26248383619967797,,0.40823617665789597,0.38080593879462543,-0.6159234652552638,3652,37,0.31051478641840086,0.3,6,0.28,6,0.5260546835740879,0.5360529845794398,0.9995248337311462,0.0,0.9764108374365,0.9943352135494036,0.9060587440568825,0.9361720283536183,0.9560160849913446,3.141860316011978,0.5484924174759933,0.1535876380556065,0.8868712288936628,130.51320133332348,81.64723533157921,5.154659369523833,-5.792555089889807e+16,-59.61357266090214,5.842763440566637,110707405807.08035,119368754018.46448,-5.008677706389531
121001A,P3_base_infl_0.25,P3,0.15252846238945367,0.7796963736904053,0.05696336060031894,1.0,0.0031506630503649598,1.0,0.05474940190494377,1.0,0.0603646003299475,1.0,0.2957129864829522,,0.43989719970293567,0.41570274701057514,-0.6271679113009516,3652,37,0.31051478641840086,0.43,6,0.32,6,0.47222208791951603,0.48224583290862005,0.9996235774600158,0.0,0.9867469491012872,0.9806919574408339,0.9463492179026599,0.9668289139476837,0.9522481044300563,2.753441090667214,0.4111234976052922,0.11512189582660971,0.8870563726908799,331.3869321847845,87.97943994058708,3.3709819312096156,-4.482886039656734e+16,-67.04022000508131,3.7811201195605264,277361227904.46185,298920086846.5843,-3.8476351480619644
121001A,P4_base_depl_0.50,P4,0.13213052099611783,0.09454884362513796,0.05433391263809379,0.0,-0.0035044762345837247,0.0,0.050271425204416305,0.0,0.057781384776088345,0.0,0.06275132365872901,0.01,0.14647142477152633,-0.12946706741217787,0.037581677370979866,3652,37,0.31051478641840086,0.14,6,0.27,6,0.4339539603017872,0.4417542951699698,0.9951816230012538,,0.9863628902694918,0.9818052650777784,0.9480068366033763,0.9656149644287031,0.9662567117893307,-2.128423976345814,0.4170379086169824,0.11677803616480377,0.8869279199139594,32.9857159384552,29.294284954305255,-2.9354862573139373,-0.0,-0.008106785266114823,-4.618350818851328,0.0,0.0,-3.7527946327366166
121001A,P4_base_depl_0.75,P4,0.07862056354777898,0.04363289203598768,0.05334868090816095,0.0,-0.004418887576561451,0.0,0.04514494162806953,0.0,0.05550871995089344,0.0,0.025776038553964823,0.01,0.07426409115548446,-0.05693730720948468,0.0349876715117913,3652,37,0.31051478641840086,0.31,6,0.31,6,0.5238850723136032,0.5304306354630117,0.9890139559388083,,0.9839651987132509,0.9946945022599409,0.9471130666446943,0.9524443665431741,0.9772124120932815,0.5161510550030792,0.4522162430402864,0.12662859584923547,0.8940851149850604,19.103621634863483,14.852818231096897,1.4291329099445775,-0.0,0.10869037667641736,0.4153851916570398,0.0,0.0,-4.610536044699165
121001A,P5_compensating,P5,0.3390460387680417,0.9193045595891961,0.15666602899080953,1.0,-0.1559367608571773,1.0,0.1754786237319609,1.0,0.09168198187660102,1.0,0.3244256331733674,,0.6577362608570277,0.6204155662217178,-0.5802585208211544,3652,37,0.31051478641840086,0.06,6,0.5,6,0.2516461289006602,0.2531570986058313,0.24956319083158057,0.0,0.9096372079644346,-0.4797315571633305,0.7327170394994409,0.7327170394994409,0.43262086265157074,-4.1216983166914844e-15,1.0735176449300925,0.3006040452747857,0.5352066187931688,22197.487146713698,131.54725217140552,-26.839089756049987,-1.0569088267438133e+17,-96.51776044046524,-27.52154291380141,13271515424539.582,16625432000993.74,14.936813348859493
121001A,P6_shift_1d,P6,0.19718181539000745,0.07012007456708787,0.3643580256163102,0.02185792349726776,-0.09102349603880076,0.02185792349726776,0.49774628145483457,0.02702702702702703,0.2265493996150896,0.02051983584131327,0.2438207975739999,,0.12720835592035967,0.023194665408323725,0.1270617408229196,3652,37,0.31051478641840086,0.06,6,0.31,6,0.951921563677479,0.9524163420144851,0.9842612642810641,,-0.08925685058258725,0.9315467527093482,0.46575723515079515,0.46612741808555835,0.9691134936318305,1.6324068161750345,3.7271727004269164,1.0436746861846307,0.25897392724083734,57.39850161020074,25.44167118407196,2.3907588540123297,-0.0,0.043875218495128994,-26.3272918809836,0.0,0.0,-4.601071206561727
121001A,P6_shift_3d,P6,0.2976703974275122,0.13081189899470166,0.5142367313064667,0.0546448087431694,-0.2622461101382675,0.0546448087431694,0.6932292361676413,0.10810810810810811,0.34101761594225927,0.0533515731874145,0.4398367635065427,,0.20692547227614738,0.047168057934412255,0.16685849843281056,3652,37,0.31051478641840086,0.06,6,0.31,6,0.9033673437713453,0.9019048137572514,0.9623886998162148,,-0.31553362976730637,0.8033995023827523,0.3185100591031519,0.3183203048614074,0.9330491431804884,0.37119744073340843,4.096050890726268,1.1469671441533567,-0.021692798961999715,248.54268648179251,41.385094455229336,0.18316710572301462,-0.0,0.023238250198846244,-67.73822194082334,0.0,0.0,-3.3059570844657813
121001A,P7_var_compress_0.80,P7,0.3363335590564915,0.9128266485180259,0.0988779496205869,1.0,-0.09144893896979875,1.0,0.09135483700165861,1.0,0.08770423811989013,1.0,0.20525876788651354,,0.653447672315941,0.6350481862301712,-0.5764930894615343,3652,37,0.31051478641840086,0.19,6,0.51,6,0.13999350737793445,0.1452746054125627,0.5994591346558975,0.0,0.9539900107329348,-0.10310943881349077,0.8146919721632121,0.7985537612895386,0.7753095382871966,2.030747391438699,0.7660205709316357,0.21449939223006037,0.6776136938110705,13226.735321406908,130.6895344631882,-16.82676237794061,-4.013790749845173e+16,-93.09416169975646,-16.25973772196088,10876442401233.746,11677197838910.393,11.6102877359344
121001A,P7_var_compress_0.90,P7,0.27548306555277935,0.8865922590260141,0.06926924703422596,1.0,-0.04224642836650896,1.0,0.0707269990060793,1.0,0.06933909892327184,1.0,0.19050683500623358,,0.5982666505134947,0.5849673541103618,-0.6111091934732348,3652,37,0.31051478641840086,0.26,6,0.44,6,0.18980701772686018,0.19791979897145154,0.8721309496361037,0.0,0.972327142910634,0.3383563638795021,0.8816404599023889,0.875290762236111,0.8603652960812385,0.7278745903091342,0.5940751230187356,0.1663516068132975,0.7952604315816184,6624.570102720744,119.65333010269894,-9.395597673557134,-5.924834280821174e+16,-89.05156333091985,-10.937844805025629,5545369258143.473,5909817494913.047,4.147872350316374
121001A,P8_mult_noise_0.10,P8,0.03687334189962023,0.012927960865662516,0.03863140377582287,0.0,0.0022609933136377536,0.0,0.03174502148052245,0.0,0.03825588438083297,0.0,0.017107526187307973,0.367786191599564,0.02721929330401406,0.00034917687057626817,0.023945381033957713,3652,37,0.31051478641840086,0.06,6,0.27,6,0.9956576917480896,0.9955044962615802,0.9916233031331723,,0.9843696819189918,0.9989500958696288,0.9717380614973199,0.979454186716958,0.9790909001050515,0.8590166994083043,0.44647616024590653,0.12502127051429404,0.9202495836982815,7.940490605720098,5.443858660802806,1.0762933088059112,-0.0,-0.21853308324536033,0.3901056119165197,0.0,0.0,-2.990434660994482
121001A,P8_mult_noise_0.30,P8,0.11026020881813073,0.03812143720837892,0.11451380193076703,0.0,0.007189360091181009,0.0,0.11968465893782734,0.0,0.11719093447105132,0.0,0.02516923045645597,0.35480747857640205,0.0803369696072075,-0.0030706889102145763,0.07213877160975181,3652,37,0.31051478641840086,0.23,6,0.27,6,0.99749772803589,0.9974885860792276,0.9947640463049311,,0.9355270264244776,0.990811995569485,0.8928894634220247,0.9311388330577834,0.9442374081399479,4.804013855324938,0.9067826813109016,0.25391528818785686,0.7718648849250435,24.108697712770976,16.067393921441493,5.4545057973828825,-0.0,-0.01721006157459437,2.062169184616827,0.0,0.0,-11.392406349226054
136208A,P1_peak_damp_0.70,P1,0.0705163810135124,0.008129124716518048,0.1488708537361374,0.0,-0.14709770102654945,0.0,0.16876135204277068,0.0,0.08764715300059846,0.0,,0.5654594627074453,0.03343709154158701,-0.010083022884331586,0.062387256296994355,3652,37,0.5276560788608982,0.06,6,0.53,6,0.8908372008406079,0.8757073789347387,0.2533726152179425,,0.8663296219730965,0.9962771495382953,0.5494896498092856,0.6990824248392679,0.7046917312830944,-29.195194383753236,0.826574962592133,0.3656095978320366,0.7025109809253031,13.627504721509165,6.687418308317401,-31.123340276024877,-0.0,-0.18902906877850417,-31.517684993359058,0.0,0.0,4.075098496583489
136208A,P1_peak_damp_0.85,P1,0.05522104952118408,0.008218309047142476,0.08037637029751254,0.0,-0.06605633187596682,0.0,0.09694752244574442,0.0,0.06705245968699924,0.0,,0.5301114136033578,0.029911185446882132,-0.0056843654564757975,0.047002740474041606,3652,37,0.5276560788608982,0.09,6,0.53,6,0.9606076559094983,0.9487630073649505,0.7084844201075704,,0.9543403807096122,0.9976050123892881,0.741938201406227,0.8298548247088373,0.8309917086853291,-16.56842597828615,0.48309306272421965,0.21368111589559755,0.8230727940409399,12.505013000406079,5.982237089376418,-17.844704122648164,-0.0,-0.4090514027831838,-18.72591664813912,0.0,0.0,1.3619208042706568
136208A,P2_peak_infl_1.15,P2,0.053815303354736915,0.008131149249995475,0.0773981037417272,0.0,0.05819955361329005,0.0,0.08681819604623026,0.0,0.06485832074102704,0.0,,0.5344635313932222,0.029367023018735366,0.0033441937300418504,0.04568415410474144,3652,37,0.5276560788608982,0.07,6,0.53,6,0.9732984776731527,0.9675794949221052,0.7968004951211901,,0.9402566419781708,0.9977085494920646,0.7652253122441176,0.8446985007921926,0.8410236303416617,15.345931683414985,0.5525982086885413,0.24442454463868646,0.8000670308904432,12.82880243029196,5.873404603747074,16.472326364438324,-0.0,-0.6841215614089162,15.986318129809883,0.0,0.0,-2.557938660049049
136208A,P2_peak_infl_1.30,P2,0.06420082902554912,0.008080186514933944,0.11723615628608898,0.0,0.11237661505021342,0.0,0.12938846828750092,0.0,0.08081740468067375,0.0,,0.5308282030310253,0.03202271169749027,0.008620325634142289,0.056120642510615174,3652,37,0.5276560788608982,0.06,6,0.53,6,0.9189896441535933,0.9052089519987656,0.44129766486754296,,0.9001573353459289,0.9968974273930726,0.6060303995852991,0.7180288355136367,0.7150244170616855,28.17752473646543,0.7143692294265364,0.3159788990645912,0.7105523081912707,14.331599525498136,6.404542339498058,29.851285150689165,-0.0,-0.2511923310860342,29.53456514010336,0.0,0.0,-2.6439673169836335
136208A,P3_base_infl_0.10,P3,0.04937619240430181,0.008077675357671515,0.06046753557484125,0.0,-0.008009351751227163,0.0,0.06557933411198599,0.0,0.059486438677258245,0.0,0.014483793037140369,0.5316629116188213,0.028202621004927843,0.00015546317694770497,0.04129851704663029,3652,37,0.5276560788608982,0.15,6,0.53,6,0.9959508196535486,0.9965365339860875,0.9967503749254488,,0.9475759211367373,0.9979448141165593,0.8602805487337035,0.9092414145690537,0.933265066220737,5.235882388230408,0.5176426622558687,0.2289630513058008,0.8522143534632411,12.100412978641193,5.640524200985566,6.074012276990868,-0.0,-0.35172403473668407,6.938786893971047,0.0,0.0,-5.699187181081531
136208A,P3_base_infl_0.25,P3,0.049010861027848455,0.00788270960002658,0.05898352383962614,0.0,0.002714967170030756,0.0,0.05973092854059213,0.0,0.06001465360624579,0.0,0.04388016313512654,0.5337689173928164,0.027892714872261522,-0.0008744679853791,0.04112815142782188,3652,37,0.5276560788608982,0.12,6,0.53,6,0.9964397151560792,0.996304609574109,0.9980851566243419,,0.9786583563377476,0.9979843237073703,0.9078397390794554,0.9389987100987877,0.9468812295817841,-3.849856650471743,0.3302771969826342,0.1460877943643904,0.8849413474081932,11.869411906475369,5.578542974452307,-4.402421174837691,-0.0,-0.32509067045056467,-5.012684659945509,0.0,0.0,-1.1219332411812024
136208A,P4_base_depl_0.50,P4,0.09493194195794113,0.031366828555727665,0.058474065830239806,0.0,0.003571366886893095,0.0,0.06611513424174817,0.0,0.060274198750268404,0.0,0.016938003379045635,0.01,0.07553467937937208,-0.05644570930435457,0.06356511340221346,3652,37,0.5276560788608982,0.26,6,0.48,6,0.6373344437651288,0.644735781647473,0.998646920405213,,0.9634038696647435,0.9961133963674271,0.9472612148486066,0.9555982101858429,0.9606668215746782,-0.9570816093374116,0.432496145029435,0.19130115089893346,0.8652297273641363,25.864130267258982,15.106935875874406,-1.3373759793236903,-0.0,-0.19592631753910011,-1.3611965102950407,0.0,0.0,-2.4139624340885693
136208A,P4_base_depl_0.75,P4,0.06240519567911581,0.015408406896804687,0.053095696694131896,0.0,-0.00016807564866415012,0.0,0.04675327797210625,0.0,0.05872205484388028,0.0,0.033707312841519003,0.01,0.0429486246235315,-0.024707970735656767,0.04699678878231112,3652,37,0.5276560788608982,0.08,6,0.53,6,0.6789519339917875,0.6860314374486346,0.9983936194325114,,0.9871996284283023,0.9975898106676095,0.9638785185730578,0.9719788402733106,0.9673478073942137,-0.8829380899029754,0.255785514608587,0.11313872710835009,0.8991624136573078,16.720470742887354,8.589724924706285,-1.1339172729491693,-0.0,-0.28048620240449396,-1.4074050673385725,0.0,0.0,-1.593094876202053
136208A,P5_compensating,P5,0.09777295670836596,0.019666368345658353,0.05883802568304314,0.0,-0.0004041440738930695,0.0,0.055582258707306716,0.0,0.1128274909955937,0.0,0.050370116880475754,0.01,0.06295498149422499,0.05902916890771374,0.0781065883627076,3652,37,0.5276560788608982,0.06,6,0.53,6,0.27245432186661483,0.282642817273345,0.9446150952884258,,0.9816268650949834,0.991988921665695,0.9810405094972231,0.9810405094972229,0.9601739873791539,9.101783781576533e-15,0.30644764620553044,0.13554753743619452,0.8766826678927306,32.28258359069262,12.590996298844988,-2.018121840116614,-0.0,2.623202210387008,-1.68276395683619,0.0,0.0,-0.4570496068855299
136208A,P6_shift_1d,P6,0.1627904837948035,0.034473277907416534,0.3434707784604239,0.0273224043715847,-0.05689549680295978,0.0273224043715847,0.44593708960116013,0.02702702702702703,0.18012113089350446,0.013679890560875513,0.1501210207856885,,0.08616801123028442,0.01725074432309105,0.12831720588738696,3652,37,0.5276560788608982,0.06,6,0.52,6,0.9665348585276697,0.9661477870534614,0.9755658122243505,,0.20874873714192232,0.9422444775410973,0.6202468128888814,0.6210594958553071,0.9623840011172231,0.6797996623522169,2.011045358495019,0.8895230535843788,0.2164359901535462,50.03257437967673,17.233602246056876,0.871001611719508,-0.0,0.009515213759772862,-5.844333687725006,0.0,0.0,-1.7573897657006534
136208A,P6_shift_3d,P6,0.2829245404849148,0.06669928594507929,0.561981889118206,0.04371584699453552,-0.18621010255485823,0.04371584699453552,0.6457085913818779,0.05405405405405406,0.31869149190183377,0.03419972640218878,0.21638209698710129,,0.15472688720775718,0.039104720276508874,0.2162252545398355,3652,37,0.5276560788608982,0.06,6,0.53,6,0.9293604993469203,0.9306707784593884,0.9928334254548907,,-0.5999326378949033,0.8122059559555723,0.2447975658912508,0.24450578511696575,0.9369167263428383,-0.33395346468009307,2.8596672845754614,1.2648844365770746,-0.26572352831499213,205.0407803265573,30.945377441551475,-0.2537533031231028,-0.0,-0.2282017300222691,-51.61597251660406,0.0,0.0,-2.7871343943964546
136208A,P7_var_compress_0.80,P7,0.49265003327321527,0.9689303655028924,0.08796128141467895,1.0,-0.07442239411141836,1.0,0.11524216007276485,1.0,0.18620131047326272,1.0,0.10264919436695548,,0.787400218140989,0.7780865381876773,-0.4762803322296771,3652,37,0.5276560788608982,0.1,6,0.66,6,0.07163062233097037,0.0765903130515887,0.744089966440346,0.0,0.9019423762743214,-1.0469080979370653,0.7178782293602453,0.739424794624679,0.6117296134007831,-2.9268685950242945,0.7079544896720699,0.3131415394445117,0.6026035211872085,20097.88344955824,157.48004362819782,-23.04931479571711,-4.163317605193294e+16,-95.67172076068316,-23.736731307053137,3518553615922.525,3695615655201.6313,27.355589078179285
136208A,P7_var_compress_0.90,P7,0.43379490506933144,0.9597883322375366,0.062394233292364105,1.0,-0.03380921954114517,1.0,0.056278278176820004,1.0,0.11758390847186745,1.0,0.09715572127454022,,0.7516629107117907,0.7450595729764435,-0.5259934271682052,3652,37,0.5276560788608982,0.13,6,0.63,6,0.10687719573819233,0.11515775299198737,0.923752809884145,0.0,0.9674696551268029,-0.25316452350988405,0.8820985183751378,0.8676999573062631,0.7148130143018787,1.6780264786204602,0.4077641041251509,0.1803617056727869,0.7915216949650928,9923.787933843167,150.33258214235806,-8.055186165460443,-4.695671736507557e+16,-92.5352328743285,-7.781757232822851,1753959151713.7278,1853305360651.0913,11.021959280097212
